Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Discount,Tax,Shipping_Cost,Total_Amount,Payment_Method,Order_Status,City,State,Country,Seller_ID
ORD0000469,2021-05-04,CUST031650,"Anjali Gupta",P00039,"Graphic Tablet","Toys & Games",BrightLux,2,54.96,0.00,19.79,5.73,135.44,"Debit Card",Delivered,Chicago,IL,"United States",SELL01195
ORD0000470,2023-11-10,CUST013377,"Anjali Verma",P00026,Sunglasses,"Toys & Games",Apex,3,398.54,0.05,204.45,9.05,1349.34,"Debit Card",Delivered,"Los Angeles",CA,"United States",SELL00539
ORD0000471,2022-02-23,CUST034331,"Sunita Reddy",P00006,"Gaming Mouse","Sports & Outdoors",UrbanStyle,4,237.92,0.15,64.71,13.11,886.75,"Debit Card",Delivered,Austin,TX,"United States",SELL00307
ORD0000472,2023-02-01,CUST013224,"Aarav Reddy",P00011,"Fitness Band",Electronics,ReadMore,1,197.91,0.10,32.06,13.59,223.77,UPI,Delivered,"San Francisco",CA,Australia,SELL01725
ORD0000473,2023-11-17,CUST034822,"Simran Mehta",P00012,"Noise Cancelling Headphones","Home & Kitchen",FitLife,5,132.25,0.10,47.61,10.62,653.36,"Amazon Pay",Shipped,"Los Angeles",CA,"United Kingdom",SELL00322
ORD0000474,2020-09-02,CUST042805,"Vivaan Kumar",P00028,Jeans,"Sports & Outdoors",FitLife,5,361.27,0.10,195.09,7.04,1827.84,"Credit Card",Delivered,Seattle,WA,"United States",SELL01951
ORD0000475,2023-04-14,CUST008630,"Aman Patel",P00005,"Laptop Sleeve","Home & Kitchen",FitLife,1,225.88,0.00,18.07,8.59,252.54,UPI,Delivered,Denver,CO,India,SELL01622
ORD0000476,2022-11-28,CUST034759,"Kabir Joshi",P00013,"Action Camera",Clothing,KiddoFun,2,595.48,0.20,47.64,5.69,1006.10,UPI,Delivered,Denver,CO,"United States",SELL01801
ORD0000477,2024-02-09,CUST036736,"Simran Sharma",P00019,"LED Desk Lamp","Sports & Outdoors",NexPro,1,443.67,0.20,17.75,13.76,386.45,"Net Banking",Shipped,"Fort Worth",TX,"United Kingdom",SELL00951
ORD0000478,2024-09-01,CUST036150,"Rohit Gupta",P00037,Router,"Toys & Games",KiddoFun,5,71.95,0.30,20.15,6.15,278.12,UPI,Delivered,Chicago,IL,"United States",SELL00218
ORD0000479,2022-01-28,CUST039074,"Sahil Singh",P00040,Microphone,"Home & Kitchen",FitLife,3,132.25,0.00,0.00,12.37,409.12,"Credit Card",Delivered,"San Antonio",TX,"United States",SELL00312
ORD0000480,2021-06-21,CUST007456,"Priya Joshi",P00043,"HDMI Cable 2m","Home & Kitchen",HomeEase,1,196.79,0.00,9.84,12.51,219.14,"Amazon Pay",Delivered,Philadelphia,PA,"United States",SELL01508
ORD0000481,2022-07-09,CUST016193,"Neha Verma",P00036,"Smart Light Bulb",Books,BrightLux,1,521.70,0.10,0.00,7.95,477.48,UPI,Delivered,"San Francisco",CA,India,SELL00703
ORD0000482,2021-02-11,CUST022270,"Aarav Kapoor",P00022,"Water Bottle","Toys & Games",UrbanStyle,1,19.59,0.10,0.88,1.90,20.41,"Credit Card",Returned,Jacksonville,FL,Canada,SELL01593
ORD0000483,2021-06-08,CUST023893,"Sneha Singh",P00030,"Dress Shirt","Home & Kitchen",Zenith,3,570.89,0.05,81.35,8.56,1716.95,"Net Banking",Delivered,Charlotte,NC,"United States",SELL01227
ORD0000484,2022-04-07,CUST013837,"Priya Reddy",P00027,"Winter Jacket","Sports & Outdoors",Apex,2,173.59,0.00,27.77,5.12,380.07,"Credit Card",Delivered,"San Francisco",CA,"United States",SELL01161
ORD0000485,2024-03-09,CUST045576,"Aarav Reddy",P00012,"Noise Cancelling Headphones",Books,FitLife,2,421.75,0.05,64.11,12.20,877.64,"Net Banking",Delivered,"San Francisco",CA,"United States",SELL01225
ORD0000486,2022-06-21,CUST027038,"Karan Verma",P00020,"Office Chair",Books,Apex,2,167.15,0.00,26.74,1.77,362.81,"Credit Card",Delivered,"San Antonio",TX,"United Kingdom",SELL01987
ORD0000487,2020-02-05,CUST005384,"Sneha Verma",P00018,"Vacuum Cleaner","Home & Kitchen",CoreTech,1,88.21,0.20,3.53,10.93,85.03,"Debit Card",Delivered,"New York",NY,"United States",SELL01458
ORD0000488,2021-11-15,CUST049978,"Simran Verma",P00047,"Memory Card 128GB","Sports & Outdoors",HomeEase,4,178.94,0.00,128.84,10.83,855.43,"Credit Card",Delivered,Washington,DC,"United States",SELL01238
ORD0000489,2020-01-20,CUST017276,"Arjun Joshi",P00031,"Kids Toy Car",Electronics,NexPro,3,12.33,0.00,0.00,4.63,41.62,"Credit Card",Delivered,Chicago,IL,"United States",SELL00043
ORD0000490,2020-11-16,CUST036187,"Priya Reddy",P00038,"External HDD 2TB",Books,CoreTech,3,381.52,0.00,57.23,4.19,1205.98,"Credit Card",Cancelled,Columbus,OH,"United States",SELL00066
ORD0000491,2024-12-04,CUST028007,"Pooja Mehta",P00019,"LED Desk Lamp",Clothing,FitLife,5,475.22,0.10,256.62,11.58,2406.69,"Credit Card",Shipped,Philadelphia,PA,Australia,SELL01557
ORD0000492,2021-05-26,CUST032599,"Neha Joshi",P00041,"Webcam Full HD",Books,NexPro,3,5.30,0.05,0.76,4.61,20.47,"Debit Card",Delivered,Chicago,IL,"United States",SELL00958
ORD0000493,2021-02-03,CUST013448,"Sneha Joshi",P00039,"Graphic Tablet","Toys & Games",NexPro,2,348.26,0.20,66.87,1.02,625.11,"Debit Card",Delivered,Washington,DC,"United States",SELL01062
ORD0000494,2021-10-15,CUST033085,"Sahil Singh",P00035,"Desk Plant",Electronics,CoreTech,2,247.81,0.15,21.06,1.38,443.72,"Debit Card",Delivered,Seattle,WA,"United States",SELL00380
ORD0000495,2022-08-29,CUST014799,"Sunita Kumar",P00042,"Projector Mini","Home & Kitchen",NexPro,2,442.68,0.00,0.00,8.41,893.77,"Credit Card",Delivered,Indianapolis,IN,"United States",SELL01930
ORD0000496,2021-04-15,CUST041982,"Kabir Reddy",P00011,"Fitness Band","Home & Kitchen",FitLife,4,99.57,0.10,28.68,0.28,387.41,"Credit Card",Delivered,Houston,TX,India,SELL01491
ORD0000497,2023-03-12,CUST017484,"Arjun Verma",P00007,"Mechanical Keyboard",Books,CoreTech,4,231.07,0.00,73.94,4.72,1002.94,"Debit Card",Delivered,Denver,CO,"United States",SELL00099
ORD0000498,2023-01-20,CUST018852,"Pooja Mehta",P00040,Microphone,Books,NexPro,3,514.01,0.05,117.19,5.06,1587.18,"Net Banking",Delivered,Charlotte,NC,"United States",SELL00305
ORD0000499,2023-10-09,CUST023915,"Anjali Reddy",P00049,"Children's Book",Electronics,UrbanStyle,5,181.03,0.05,68.79,8.75,937.43,"Net Banking",Delivered,Jacksonville,FL,"United States",SELL00071
ORD0000500,2022-04-13,CUST011710,"Pooja Sharma",P00020,"Office Chair","Sports & Outdoors",UrbanStyle,5,214.20,0.20,154.22,8.69,1019.71,"Credit Card",Delivered,Washington,DC,"United States",SELL00956
ORD0000501,2024-12-28,CUST042668,"Priya Gupta",P00003,"Smartphone Case","Sports & Outdoors",HomeEase,2,512.68,0.00,123.04,2.95,1151.35,"Debit Card",Delivered,"New York",NY,India,SELL00030
ORD0000502,2021-12-27,CUST010609,"Ritika Kapoor",P00008,"4K Monitor",Electronics,FitLife,5,385.04,0.00,96.26,1.42,2022.88,"Debit Card",Shipped,"New York",NY,"United States",SELL00746
ORD0000503,2022-05-03,CUST035476,"Neha Singh",P00033,"Puzzle 1000pc","Toys & Games",KiddoFun,2,342.87,0.05,52.12,1.57,705.14,"Net Banking",Delivered,Dallas,TX,"United States",SELL01140
ORD0000504,2020-02-20,CUST000030,"Simran Reddy",P00028,Jeans,"Sports & Outdoors",FitLife,2,14.71,0.00,2.35,4.47,36.24,UPI,Delivered,Washington,DC,"United States",SELL00281
ORD0000505,2024-08-15,CUST000435,"Neha Patel",P00008,"4K Monitor",Clothing,HomeEase,4,95.35,0.00,19.07,9.80,410.27,"Debit Card",Delivered,Seattle,WA,Australia,SELL01910
ORD0000506,2024-09-17,CUST025772,"Anjali Reddy",P00012,"Noise Cancelling Headphones","Home & Kitchen",ReadMore,4,128.54,0.00,25.71,7.28,547.15,"Cash on Delivery",Delivered,Austin,TX,"United States",SELL01458
ORD0000507,2021-07-28,CUST044282,"Sahil Mehta",P00039,"Graphic Tablet","Toys & Games",ReadMore,1,345.37,0.05,26.25,7.68,362.03,"Debit Card",Pending,"New York",NY,India,SELL01902
ORD0000508,2023-04-28,CUST013803,"Simran Patel",P00033,"Puzzle 1000pc",Clothing,HomeEase,1,478.42,0.00,57.41,3.92,539.75,"Amazon Pay",Delivered,Austin,TX,"United States",SELL01312
ORD0000509,2023-02-22,CUST049199,"Rohit Kumar",P00024,"Yoga Mat","Toys & Games",NexPro,1,127.81,0.00,10.22,4.11,142.14,"Amazon Pay",Delivered,Houston,TX,"United States",SELL01373
ORD0000510,2020-05-29,CUST042507,"Ritika Mehta",P00025,"Running Shoes","Home & Kitchen",UrbanStyle,3,86.48,0.05,12.32,3.55,262.34,"Net Banking",Delivered,"San Jose",CA,"United States",SELL01094
ORD0000511,2020-11-09,CUST019926,"Sneha Mehta",P00010,Smartwatch,"Toys & Games",ReadMore,5,96.58,0.00,38.63,6.68,528.21,"Debit Card",Delivered,"San Antonio",TX,Australia,SELL01280
ORD0000512,2021-07-23,CUST026026,"Vivaan Patel",P00025,"Running Shoes","Sports & Outdoors",BrightLux,1,169.23,0.05,8.04,2.90,171.71,"Credit Card",Shipped,"Los Angeles",CA,"United States",SELL00212
ORD0000513,2023-09-27,CUST020867,"Neha Mehta",P00034,"Desk Organizer",Electronics,KiddoFun,2,145.09,0.30,16.25,9.67,229.05,"Debit Card",Delivered,"Fort Worth",TX,"United States",SELL00895
ORD0000514,2020-10-31,CUST013828,"Sunita Singh",P00025,"Running Shoes",Clothing,NexPro,3,313.08,0.00,46.96,2.29,988.49,UPI,Shipped,"Los Angeles",CA,"United States",SELL01084
ORD0000515,2024-09-11,CUST003555,"Neha Sharma",P00050,"Novel Bestseller","Sports & Outdoors",BrightLux,5,210.72,0.05,180.17,2.68,1183.77,"Amazon Pay",Delivered,Columbus,OH,"United States",SELL00903
ORD0000516,2021-11-12,CUST023407,"Arjun Reddy",P00049,"Children's Book",Electronics,CoreTech,1,147.57,0.10,6.64,1.35,140.80,"Debit Card",Delivered,Washington,DC,"United States",SELL00855
ORD0000517,2022-04-17,CUST010953,"Ritika Patel",P00027,"Winter Jacket","Sports & Outdoors",NexPro,5,77.32,0.05,18.36,14.21,399.84,"Credit Card",Delivered,Columbus,OH,India,SELL00619
ORD0000518,2024-12-11,CUST010696,"Vihaan Joshi",P00018,"Vacuum Cleaner","Home & Kitchen",KiddoFun,1,379.07,0.00,0.00,10.43,389.50,"Debit Card",Delivered,Philadelphia,PA,"United States",SELL00692
ORD0000519,2022-12-13,CUST004258,"Vihaan Reddy",P00050,"Novel Bestseller",Books,Apex,2,232.39,0.10,75.29,11.76,505.35,"Debit Card",Delivered,Jacksonville,FL,India,SELL00812
ORD0000520,2022-09-29,CUST019763,"Simran Sharma",P00033,"Puzzle 1000pc",Clothing,KiddoFun,4,452.96,0.30,63.41,7.04,1338.74,"Debit Card",Delivered,Columbus,OH,"United States",SELL01554
ORD0000521,2021-03-19,CUST027375,"Arjun Mehta",P00016,"Air Fryer","Toys & Games",FitLife,5,550.04,0.25,0.00,8.27,2070.92,"Amazon Pay",Shipped,Jacksonville,FL,"United States",SELL01747
ORD0000522,2021-09-04,CUST026015,"Arjun Verma",P00018,"Vacuum Cleaner","Home & Kitchen",Apex,4,222.81,0.10,64.17,7.89,874.18,"Credit Card",Delivered,Chicago,IL,Canada,SELL00915
ORD0000523,2022-09-19,CUST029288,"Neha Gupta",P00010,Smartwatch,Electronics,BrightLux,4,463.05,0.00,0.00,14.83,1867.03,"Amazon Pay",Shipped,Seattle,WA,India,SELL00904
ORD0000524,2020-09-20,CUST033107,"Anjali Kapoor",P00040,Microphone,Clothing,CoreTech,2,226.30,0.00,36.21,14.70,503.51,"Amazon Pay",Returned,"San Francisco",CA,"United States",SELL00843
ORD0000525,2022-12-12,CUST046117,"Sunita Verma",P00009,"Portable SSD 1TB","Sports & Outdoors",HomeEase,4,562.49,0.05,106.87,10.79,2255.12,"Debit Card",Pending,Phoenix,AZ,"United States",SELL00235
ORD0000526,2024-05-14,CUST038971,"Anjali Reddy",P00033,"Puzzle 1000pc",Electronics,CoreTech,5,176.63,0.10,95.38,14.05,904.26,"Credit Card",Delivered,"San Diego",CA,Australia,SELL00649
ORD0000527,2022-09-30,CUST011116,"Sunita Patel",P00043,"HDMI Cable 2m","Sports & Outdoors",Apex,3,300.62,0.00,72.15,5.26,979.27,"Credit Card",Delivered,"Fort Worth",TX,"United States",SELL01125
ORD0000528,2024-07-01,CUST005340,"Neha Reddy",P00035,"Desk Plant",Clothing,NexPro,5,9.07,0.10,4.90,2.42,48.14,"Amazon Pay",Shipped,"Fort Worth",TX,"United States",SELL01413
ORD0000529,2020-01-05,CUST002409,"Vivaan Kapoor",P00038,"External HDD 2TB","Toys & Games",HomeEase,1,148.64,0.25,8.92,6.70,127.10,"Credit Card",Delivered,Indianapolis,IN,Canada,SELL01155
ORD0000530,2023-01-31,CUST011026,"Aditya Kumar",P00002,"Bluetooth Speaker","Toys & Games",Zenith,1,95.29,0.00,4.76,10.99,111.04,"Credit Card",Delivered,Charlotte,NC,"United States",SELL00291
ORD0000531,2023-05-04,CUST006169,"Priya Kumar",P00043,"HDMI Cable 2m",Clothing,HomeEase,1,430.27,0.20,27.54,3.66,375.42,UPI,Shipped,"San Jose",CA,"United States",SELL01257
ORD0000532,2022-02-12,CUST018314,"Aditya Mehta",P00007,"Mechanical Keyboard",Books,Apex,5,46.86,0.05,0.00,13.63,236.22,"Debit Card",Shipped,"San Antonio",TX,"United States",SELL01101
ORD0000533,2022-05-26,CUST018885,"Vihaan Verma",P00026,Sunglasses,"Toys & Games",BrightLux,5,362.31,0.00,90.58,3.51,1905.64,UPI,Cancelled,Jacksonville,FL,"United States",SELL00811
ORD0000534,2022-09-18,CUST023759,"Simran Singh",P00018,"Vacuum Cleaner","Toys & Games",Zenith,4,117.96,0.05,22.41,12.41,483.07,"Debit Card",Pending,Jacksonville,FL,"United States",SELL00013
ORD0000535,2022-06-02,CUST026649,"Priya Sharma",P00003,"Smartphone Case","Home & Kitchen",HomeEase,4,469.66,0.00,0.00,7.48,1886.12,"Cash on Delivery",Delivered,Denver,CO,India,SELL01223
ORD0000536,2023-10-05,CUST009300,"Vivaan Patel",P00028,Jeans,Books,BrightLux,5,397.96,0.00,159.18,6.39,2155.37,"Credit Card",Delivered,"New York",NY,"United States",SELL01994
ORD0000537,2020-02-16,CUST018680,"Vivaan Gupta",P00009,"Portable SSD 1TB","Home & Kitchen",HomeEase,3,476.51,0.00,114.36,13.08,1556.97,"Credit Card",Delivered,"San Jose",CA,"United States",SELL00863
ORD0000538,2022-05-16,CUST007416,"Vikas Patel",P00021,Backpack,"Home & Kitchen",BrightLux,2,67.33,0.05,6.40,3.61,137.94,"Credit Card",Delivered,Jacksonville,FL,"United States",SELL01750
ORD0000539,2022-04-02,CUST007219,"Karan Singh",P00041,"Webcam Full HD","Toys & Games",HomeEase,4,446.49,0.00,142.88,9.22,1938.06,UPI,Delivered,"Los Angeles",CA,Canada,SELL00358
ORD0000540,2022-07-24,CUST007093,"Sneha Reddy",P00042,"Projector Mini","Home & Kitchen",HomeEase,4,238.18,0.05,0.00,0.62,905.70,"Credit Card",Delivered,Chicago,IL,Canada,SELL01375
ORD0000541,2021-10-17,CUST042506,"Karan Kapoor",P00044,"Power Bank 20000mAh",Electronics,BrightLux,5,351.03,0.30,98.29,6.70,1333.59,"Debit Card",Delivered,Washington,DC,"United States",SELL00085
ORD0000542,2020-09-25,CUST018609,"Mohit Singh",P00029,T-Shirt,"Toys & Games",FitLife,3,40.40,0.10,8.73,2.81,120.62,"Amazon Pay",Delivered,Phoenix,AZ,"United States",SELL00225
ORD0000543,2021-01-04,CUST006269,"Mohit Verma",P00006,"Gaming Mouse","Toys & Games",CoreTech,4,346.01,0.20,55.36,2.74,1165.33,UPI,Delivered,"Los Angeles",CA,Canada,SELL01241
ORD0000544,2021-09-27,CUST024742,"Kabir Mehta",P00002,"Bluetooth Speaker","Home & Kitchen",Apex,1,404.79,0.00,20.24,12.05,437.08,"Credit Card",Delivered,"New York",NY,"United States",SELL00752
ORD0000545,2023-02-03,CUST011612,"Kabir Kumar",P00031,"Kids Toy Car",Clothing,KiddoFun,1,597.54,0.25,35.85,9.35,493.36,"Debit Card",Delivered,Austin,TX,"United States",SELL00147
ORD0000546,2024-08-20,CUST036209,"Neha Kapoor",P00009,"Portable SSD 1TB","Home & Kitchen",CoreTech,4,538.96,0.00,0.00,2.70,2158.54,UPI,Delivered,Chicago,IL,India,SELL01336
ORD0000547,2024-08-09,CUST017266,"Arjun Kumar",P00015,"Instant Pot",Books,HomeEase,5,291.50,0.05,166.16,5.25,1556.04,"Credit Card",Delivered,Jacksonville,FL,"United States",SELL00313
ORD0000548,2021-10-18,CUST005934,"Simran Gupta",P00037,Router,"Toys & Games",Zenith,5,166.38,0.00,41.60,6.60,880.10,"Cash on Delivery",Delivered,"New York",NY,India,SELL01984
ORD0000549,2020-04-29,CUST007415,"Simran Gupta",P00037,Router,"Toys & Games",Apex,5,91.91,0.25,41.36,0.29,386.31,"Credit Card",Delivered,Austin,TX,"United States",SELL00775
ORD0000550,2022-04-10,CUST004166,"Aarav Joshi",P00024,"Yoga Mat",Books,FitLife,3,344.01,0.05,78.43,13.55,1072.41,"Amazon Pay",Delivered,"San Francisco",CA,"United States",SELL00587
ORD0000551,2024-12-15,CUST006138,"Priya Reddy",P00011,"Fitness Band",Books,FitLife,1,278.84,0.05,13.24,3.53,281.67,"Debit Card",Delivered,Washington,DC,"United States",SELL01757
ORD0000552,2024-06-15,CUST033291,"Mohit Verma",P00033,"Puzzle 1000pc",Books,KiddoFun,2,331.31,0.15,45.06,13.05,621.34,"Debit Card",Shipped,Phoenix,AZ,"United States",SELL01600
ORD0000553,2022-12-17,CUST031827,"Simran Patel",P00036,"Smart Light Bulb","Toys & Games",NexPro,4,290.45,0.00,139.42,13.20,1314.42,"Net Banking",Pending,Chicago,IL,Australia,SELL00965
ORD0000554,2023-10-01,CUST042384,"Ritika Gupta",P00003,"Smartphone Case","Toys & Games",Apex,3,542.15,0.15,0.00,8.03,1390.51,"Amazon Pay",Delivered,Phoenix,AZ,India,SELL01738
ORD0000555,2022-01-10,CUST043680,"Karan Gupta",P00046,"Car Charger",Electronics,BrightLux,3,446.20,0.00,0.00,13.33,1351.93,"Credit Card",Delivered,Columbus,OH,"United States",SELL01749
ORD0000556,2024-02-06,CUST042370,"Simran Gupta",P00032,"Board Game","Toys & Games",FitLife,5,129.53,0.20,25.91,8.12,552.15,"Amazon Pay",Cancelled,Jacksonville,FL,"United States",SELL00934
ORD0000557,2020-04-26,CUST014311,"Rohit Mehta",P00012,"Noise Cancelling Headphones",Electronics,KiddoFun,4,379.20,0.00,75.84,11.32,1603.96,"Amazon Pay",Delivered,Charlotte,NC,"United States",SELL00739
ORD0000558,2022-03-01,CUST003130,"Neha Verma",P00034,"Desk Organizer","Toys & Games",BrightLux,3,287.91,0.20,55.28,6.11,752.37,"Debit Card",Shipped,"San Diego",CA,"United Kingdom",SELL00297
ORD0000559,2023-02-24,CUST019366,"Sneha Mehta",P00031,"Kids Toy Car",Clothing,BrightLux,1,486.08,0.05,36.94,3.69,502.41,"Amazon Pay",Cancelled,Chicago,IL,"United States",SELL01664
ORD0000560,2023-11-17,CUST035919,"Ritika Patel",P00042,"Projector Mini","Toys & Games",ReadMore,2,488.00,0.00,117.12,10.06,1103.18,"Credit Card",Delivered,Columbus,OH,Canada,SELL01179
ORD0000561,2022-10-09,CUST022713,"Ritika Gupta",P00002,"Bluetooth Speaker",Clothing,UrbanStyle,4,134.34,0.15,36.54,14.11,507.41,"Debit Card",Delivered,"San Jose",CA,"United States",SELL00067
ORD0000562,2024-07-22,CUST013389,"Priya Sharma",P00018,"Vacuum Cleaner",Electronics,CoreTech,3,301.47,0.00,162.79,1.01,1068.21,"Credit Card",Delivered,"Los Angeles",CA,India,SELL01668
ORD0000563,2022-12-17,CUST033863,"Sunita Gupta",P00001,"Wireless Earbuds",Clothing,ReadMore,3,326.22,0.30,0.00,12.96,698.02,UPI,Shipped,"New York",NY,"United States",SELL01889
ORD0000564,2021-09-25,CUST017524,"Aarav Kapoor",P00016,"Air Fryer","Toys & Games",UrbanStyle,1,209.89,0.25,28.34,5.39,191.15,UPI,Delivered,"Los Angeles",CA,"United States",SELL01317
ORD0000565,2021-05-27,CUST027833,"Vivaan Kapoor",P00040,Microphone,Books,CoreTech,4,8.39,0.00,2.68,4.60,40.84,UPI,Delivered,Jacksonville,FL,India,SELL00969
ORD0000566,2024-11-09,CUST006467,"Neha Gupta",P00021,Backpack,Books,BrightLux,3,596.75,0.05,0.00,11.38,1712.12,"Debit Card",Delivered,Houston,TX,India,SELL00820
ORD0000567,2022-03-12,CUST008207,"Sneha Kapoor",P00035,"Desk Plant","Sports & Outdoors",FitLife,2,165.15,0.00,16.52,10.49,357.31,"Credit Card",Delivered,Chicago,IL,"United States",SELL00168
ORD0000568,2023-01-24,CUST015188,"Vikas Kumar",P00001,"Wireless Earbuds",Electronics,ReadMore,2,427.79,0.00,154.00,0.21,1009.79,"Amazon Pay",Delivered,"San Antonio",TX,"United States",SELL01397
ORD0000569,2024-07-19,CUST039354,"Rohit Kapoor",P00007,"Mechanical Keyboard","Sports & Outdoors",ReadMore,2,532.98,0.30,59.69,3.77,809.63,"Debit Card",Delivered,Philadelphia,PA,"United States",SELL00936
ORD0000570,2023-02-15,CUST034307,"Pooja Singh",P00031,"Kids Toy Car","Home & Kitchen",Zenith,4,158.42,0.05,48.16,12.19,662.35,"Cash on Delivery",Delivered,"San Francisco",CA,"United States",SELL01756
ORD0000571,2021-07-13,CUST037946,"Vihaan Sharma",P00024,"Yoga Mat","Home & Kitchen",Zenith,2,501.89,0.00,120.45,5.94,1130.17,"Amazon Pay",Shipped,"Fort Worth",TX,"United States",SELL01533
ORD0000572,2024-06-12,CUST006543,"Priya Joshi",P00050,"Novel Bestseller",Electronics,ReadMore,5,45.87,0.00,27.52,13.66,270.53,"Debit Card",Cancelled,"New York",NY,"United States",SELL01280
ORD0000573,2021-05-02,CUST045827,"Vivaan Kapoor",P00046,"Car Charger",Electronics,ReadMore,2,393.45,0.00,62.95,0.82,850.67,"Amazon Pay",Delivered,"San Jose",CA,India,SELL00196
ORD0000574,2023-06-14,CUST007580,"Vikas Singh",P00011,"Fitness Band","Sports & Outdoors",UrbanStyle,4,194.44,0.05,59.11,5.87,803.85,"Credit Card",Delivered,Jacksonville,FL,"United States",SELL00136
ORD0000575,2022-06-15,CUST026287,"Aditya Gupta",P00004,"USB-C Charger",Electronics,ReadMore,1,301.99,0.15,12.83,3.11,272.63,"Net Banking",Delivered,Philadelphia,PA,"United States",SELL00087
ORD0000576,2023-07-19,CUST043585,"Anjali Mehta",P00016,"Air Fryer","Sports & Outdoors",FitLife,5,584.19,0.10,131.44,5.65,2765.95,"Credit Card",Delivered,Dallas,TX,"United States",SELL01018
ORD0000577,2023-04-27,CUST042421,"Mohit Kumar",P00009,"Portable SSD 1TB",Clothing,UrbanStyle,3,326.84,0.05,46.57,8.47,986.53,"Debit Card",Delivered,Houston,TX,"United States",SELL00379
ORD0000578,2021-12-04,CUST005012,"Arjun Reddy",P00003,"Smartphone Case",Books,ReadMore,2,417.98,0.05,95.30,8.52,897.98,"Debit Card",Delivered,Phoenix,AZ,India,SELL00793
ORD0000579,2024-01-10,CUST013323,"Vikas Reddy",P00022,"Water Bottle","Toys & Games",ReadMore,1,517.90,0.05,59.04,10.50,561.54,"Credit Card",Delivered,"San Diego",CA,"United States",SELL01593
ORD0000580,2021-08-03,CUST034585,"Aman Gupta",P00002,"Bluetooth Speaker","Sports & Outdoors",NexPro,5,29.20,0.05,0.00,11.99,150.69,"Cash on Delivery",Shipped,"San Jose",CA,"United Kingdom",SELL00748
ORD0000581,2022-02-28,CUST026815,"Mohit Gupta",P00028,Jeans,Electronics,Apex,3,119.58,0.05,17.04,6.34,364.18,"Credit Card",Delivered,"San Diego",CA,India,SELL00194
ORD0000582,2022-05-10,CUST005636,"Neha Gupta",P00050,"Novel Bestseller",Clothing,CoreTech,3,499.02,0.00,0.00,12.59,1509.65,"Debit Card",Delivered,Phoenix,AZ,"United States",SELL00396
ORD0000583,2020-09-03,CUST006995,"Anjali Verma",P00019,"LED Desk Lamp",Clothing,Apex,2,77.94,0.05,17.77,9.49,175.35,"Debit Card",Delivered,"San Diego",CA,India,SELL00744
ORD0000584,2023-01-04,CUST028214,"Simran Verma",P00042,"Projector Mini","Sports & Outdoors",KiddoFun,3,172.75,0.00,25.91,0.57,544.73,"Credit Card",Delivered,"San Francisco",CA,Australia,SELL00506
ORD0000585,2020-06-02,CUST038972,"Arjun Kumar",P00031,"Kids Toy Car",Clothing,NexPro,2,447.53,0.00,44.75,0.73,940.54,"Net Banking",Delivered,Jacksonville,FL,Canada,SELL00805
ORD0000586,2024-08-06,CUST004252,"Sunita Reddy",P00038,"External HDD 2TB",Books,FitLife,2,181.28,0.00,18.13,13.41,394.10,"Net Banking",Returned,Indianapolis,IN,"United States",SELL01433
ORD0000587,2023-12-29,CUST044170,"Vikas Verma",P00007,"Mechanical Keyboard","Sports & Outdoors",FitLife,5,365.39,0.20,73.08,13.35,1547.99,"Debit Card",Delivered,Austin,TX,"United States",SELL00697
ORD0000588,2022-09-23,CUST046075,"Sunita Sharma",P00004,"USB-C Charger","Toys & Games",UrbanStyle,1,85.90,0.00,4.30,7.59,97.79,"Amazon Pay",Delivered,"Fort Worth",TX,"United States",SELL01791
ORD0000589,2023-01-14,CUST039381,"Pooja Reddy",P00026,Sunglasses,"Toys & Games",FitLife,5,350.26,0.00,210.16,4.42,1965.88,"Credit Card",Delivered,"Fort Worth",TX,"United States",SELL01504
ORD0000590,2021-11-27,CUST042660,"Vihaan Joshi",P00030,"Dress Shirt","Toys & Games",UrbanStyle,5,63.52,0.15,48.59,12.87,331.42,"Credit Card",Delivered,Denver,CO,"United States",SELL00089
ORD0000591,2023-08-01,CUST013904,"Vikas Gupta",P00008,"4K Monitor","Home & Kitchen",Zenith,4,56.27,0.15,34.44,6.88,232.64,"Net Banking",Delivered,Denver,CO,India,SELL01913
ORD0000592,2023-05-28,CUST019361,"Ritika Mehta",P00008,"4K Monitor",Books,ReadMore,4,316.54,0.25,47.48,10.84,1007.94,"Credit Card",Delivered,Seattle,WA,India,SELL01916
ORD0000593,2022-12-28,CUST024891,"Vikas Verma",P00011,"Fitness Band","Home & Kitchen",KiddoFun,2,101.06,0.15,0.00,4.45,176.25,"Debit Card",Shipped,"San Antonio",TX,India,SELL00617
ORD0000594,2022-12-06,CUST029875,"Sneha Joshi",P00050,"Novel Bestseller","Sports & Outdoors",Apex,1,409.03,0.20,39.27,2.71,369.20,"Cash on Delivery",Delivered,Denver,CO,"United States",SELL00271
ORD0000595,2022-10-05,CUST046126,"Aarav Kapoor",P00021,Backpack,"Home & Kitchen",BrightLux,3,490.58,0.10,238.42,11.40,1574.39,"Credit Card",Delivered,Jacksonville,FL,"United States",SELL00835
ORD0000596,2020-04-03,CUST044429,"Sahil Patel",P00030,"Dress Shirt","Home & Kitchen",ReadMore,1,36.89,0.00,2.95,6.18,46.02,"Credit Card",Delivered,Denver,CO,"United States",SELL00779
